GEO,ID,year,month,value
E,S197471,2025,2,5321.235386
E,S197471,2025,3,4793.611415
E,S197471,2025,4,6678.331761
E,S197471,2025,5,5958.175777
E,S197471,2025,6,5990.414904
E,S197471,2025,7,6137.318505
E,S197471,2025,8,594.2751202
E,S197471,2025,9,4568.184084
E,S197471,2025,10,6287.526682
E,S197471,2025,11,6112.247743
E,S197471,2025,12,6374.761652
E,S204293,2022,1,8921
E,S204293,2022,2,8524
E,S204293,2022,3,8669
E,S204293,2022,4,6974
E,S204293,2022,5,12988
E,S204293,2022,6,9527
E,S204293,2022,7,11234
E,S204293,2022,8,9112
E,S204293,2022,9,9053
E,S204293,2022,10,8836
E,S204293,2022,11,8230
E,S204293,2022,12,7908
E,S204293,2023,1,9589
E,S204293,2023,2,7472
E,S204293,2023,3,6587
E,S204293,2023,4,8507
E,S204293,2023,5,8428
E,S204293,2023,6,7857
E,S204293,2023,7,8614
E,S204293,2023,8,7595
E,S204293,2023,9,7684
E,S204293,2023,10,6068
E,S204293,2023,11,3589
E,S204293,2023,12,3284
E,S204293,2024,1,4092
E,S204293,2024,2,3744
E,S204293,2024,3,3527
E,S204293,2024,4,4662
E,S204293,2024,5,4874
E,S204293,2024,6,4612
E,S204293,2024,7,4960
E,S204293,2024,8,4812
E,S204293,2024,9,5208
E,S204293,2024,10,5461.193126
E,S204293,2024,11,5393.092855
E,S204293,2024,12,5531.676481
E,S204293,2025,1,5442.096081
E,S204293,2025,2,4996.933626
E,S204293,2025,3,4501.465605
E,S204293,2025,4,6271.322
E,S204293,2025,5,5595.055796
E,S204293,2025,6,5625.330115
E,S204293,2025,7,5763.280702
E,S204293,2025,8,5766.590312
E,S204293,2025,9,5595.361179
E,S204293,2025,10,5904.334468
E,S204293,2025,11,5739.737874
E,S204293,2025,12,5986.252918
E,S344581,2022,1,8924
E,S344581,2022,2,9478
E,S344581,2022,3,9705
E,S344581,2022,4,7297
E,S344581,2022,5,13582
E,S344581,2022,6,9520
E,S344581,2022,7,11172
E,S344581,2022,8,8497
E,S344581,2022,9,8527
E,S344581,2022,10,8170
E,S344581,2022,11,8174
E,S344581,2022,12,7882
E,S344581,2023,1,8800
E,S344581,2023,2,6885
E,S344581,2023,3,6000
E,S344581,2023,4,6866
E,S344581,2023,5,7354
E,S344581,2023,6,7047
E,S344581,2023,7,7020
E,S344581,2023,8,6126
E,S344581,2023,9,5382
E,S344581,2023,10,4501
E,S344581,2023,11,323
E,S344581,2023,12,135
E,S344581,2024,1,4001
E,S344581,2024,2,4053
E,S344581,2024,3,3908
E,S344581,2024,4,4045
E,S344581,2024,5,4311
E,S344581,2024,6,4969
E,S344581,2024,7,5187
E,S344581,2024,8,5224
E,S344581,2024,9,6194
E,S344581,2024,10,6534.203742
E,S344581,2024,11,6500.299625
E,S344581,2024,12,6662.523097
E,S344581,2025,1,6472.416114
E,S344581,2025,2,5942.973672
E,S344581,2025,3,5353.701605
E,S344581,2025,4,7458.634499
E,S344581,2025,5,6654.334793
E,S344581,2025,6,6690.34077
E,S344581,2025,7,6854.408731
E,S344581,2025,8,6858.34493
E,S344581,2025,9,6654.697992
E,S344581,2025,10,7022.167376
E,S344581,2025,11,6826.408677
E,S344581,2025,12,7119.594964
E,S337644,2022,1,10378
E,S337644,2022,2,9407
E,S337644,2022,3,10146
E,S337644,2022,4,9083
E,S337644,2022,5,12854
E,S337644,2022,6,9462
E,S337644,2022,7,10858
E,S337644,2022,8,9295
E,S337644,2022,9,10096
E,S337644,2022,10,9659
E,S337644,2022,11,9680
E,S337644,2022,12,10163
E,S337644,2023,1,8428
E,S337644,2023,2,5622
E,S337644,2023,3,5357
E,S337644,2023,4,6944
E,S337644,2023,5,6416
E,S337644,2023,6,7046
E,S337644,2023,7,6788
E,S337644,2023,8,5369
E,S337644,2023,9,5307
E,S337644,2023,10,4751
E,S337644,2023,11,2563
E,S337644,2023,12,3038
E,S337644,2024,1,3855
E,S337644,2024,2,3534
E,S337644,2024,3,3511
E,S337644,2024,4,4523
E,S337644,2024,5,3891
E,S337644,2024,6,4203
E,S337644,2024,7,4724
E,S337644,2024,8,5429
E,S337644,2024,9,5777
E,S337644,2024,10,6057.855738
E,S337644,2024,11,5982.315174
E,S337644,2024,12,6136.039753
E,S337644,2025,1,6036.672246
E,S337644,2025,2,5542.873571
E,S337644,2025,3,4993.273195
E,S337644,2025,4,2318.831746
E,S337644,2025,5,6206.343574
E,S337644,2025,6,6239.925514
E,S337644,2025,7,6392.947891
E,S337644,2025,8,6396.619092
E,S337644,2025,9,6206.682321
E,S337644,2025,10,6549.412485
E,S337644,2025,11,6366.832891
E,S337644,2025,12,6640.280935
E,S463569,2022,1,10213
E,S463569,2022,2,9579
E,S463569,2022,3,10605
E,S463569,2022,4,7752
E,S463569,2022,5,12923
E,S463569,2022,6,10905
E,S463569,2022,7,11249
E,S463569,2022,8,9868
E,S463569,2022,9,9433
E,S463569,2022,10,8796
E,S463569,2022,11,8909
E,S463569,2022,12,8542
E,S463569,2023,1,8668
E,S463569,2023,2,6537
E,S463569,2023,3,7113
E,S463569,2023,4,8406
E,S463569,2023,5,8235
E,S463569,2023,6,8498
E,S463569,2023,7,8186
E,S463569,2023,8,7200
E,S463569,2023,9,7239
E,S463569,2023,10,5658
E,S463569,2023,11,2531
E,S463569,2023,12,2782
E,S463569,2024,1,3116
E,S463569,2024,2,3019
E,S463569,2024,3,2860
E,S463569,2024,4,4207
E,S463569,2024,5,3256
E,S463569,2024,6,3774
E,S463569,2024,7,4004
E,S463569,2024,8,4869
E,S463569,2024,9,5083
E,S463569,2024,10,5344.934829
E,S463569,2024,11,5293.201712
E,S463569,2024,12,5418.738449
E,S463569,2025,1,5311.477415
E,S463569,2025,2,4876.999544
E,S463569,2025,3,4393.423516
E,S463569,2025,4,6120.800639
E,S463569,2025,5,5460.765862
E,S463569,2025,6,5490.313551
E,S463569,2025,7,5624.953112
E,S463569,2025,8,5628.183287
E,S463569,2025,9,5461.063915
E,S463569,2025,10,5762.621371
E,S463569,2025,11,5601.975348
E,S463569,2025,12,5842.573653
E,S622184,2022,1,8621
E,S622184,2022,2,7889
E,S622184,2022,3,8627
E,S622184,2022,4,5941
E,S622184,2022,5,10154
E,S622184,2022,6,8093
E,S622184,2022,7,9557
E,S622184,2022,8,8205
E,S622184,2022,9,8211
E,S622184,2022,10,7742
E,S622184,2022,11,7540
E,S622184,2022,12,7093
E,S622184,2023,1,7482
E,S622184,2023,2,6531
E,S622184,2023,3,6644
E,S622184,2023,4,6448
E,S622184,2023,5,7460
E,S622184,2023,6,7476
E,S622184,2023,7,7449
E,S622184,2023,8,6558
E,S622184,2023,9,6413
E,S622184,2023,10,5677
E,S622184,2023,11,3767
E,S622184,2023,12,3602
E,S622184,2024,1,3877
E,S622184,2024,2,3847
E,S622184,2024,3,3824
E,S622184,2024,4,3982
E,S622184,2024,5,4528
E,S622184,2024,6,4996
E,S622184,2024,7,5258
E,S622184,2024,8,5709
E,S622184,2024,9,6102
E,S622184,2024,10,6437.150672
E,S622184,2024,11,6403.750138
E,S622184,2024,12,6563.564093
E,S622184,2025,1,6376.280777
E,S622184,2025,2,5854.702187
E,S622184,2025,3,5274.182627
E,S622184,2025,4,7347.850777
E,S622184,2025,5,6555.497401
E,S622184,2025,6,6590.968579
E,S622184,2025,7,6752.599625
E,S622184,2025,8,6756.477359
E,S622184,2025,9,6555.855206
E,S622184,2025,10,6917.866537
E,S622184,2025,11,6725.015458
E,S622184,2025,12,7013.847025
E,S560938,2022,1,8696
E,S560938,2022,2,8777
E,S560938,2022,3,8874
E,S560938,2022,4,6286
E,S560938,2022,5,11887
E,S560938,2022,6,10160
E,S560938,2022,7,11578
E,S560938,2022,8,10177
E,S560938,2022,9,9565
E,S560938,2022,10,7882
E,S560938,2022,11,7606
E,S560938,2022,12,7772
E,S560938,2023,1,8075
E,S560938,2023,2,6467
E,S560938,2023,3,6940
E,S560938,2023,4,7744
E,S560938,2023,5,7940
E,S560938,2023,6,8374
E,S560938,2023,7,8964
E,S560938,2023,8,7664
E,S560938,2023,9,7334
E,S560938,2023,10,5823
E,S560938,2023,11,2495
E,S560938,2023,12,2871
E,S560938,2024,1,3219
E,S560938,2024,2,3065
E,S560938,2024,3,3031
E,S560938,2024,4,3807
E,S560938,2024,5,3467
E,S560938,2024,6,3847
E,S560938,2024,7,4742
E,S560938,2024,8,5517
E,S560938,2024,9,5341
E,S560938,2024,10,5636.703354
E,S560938,2024,11,5592.986141
E,S560938,2024,12,5720.901664
E,S560938,2025,1,5581.074341
E,S560938,2025,2,5124.543491
E,S560938,2025,3,4616.422388
E,S560938,2025,4,6431.476729
E,S560938,2025,5,5737.940285
E,S560938,2025,6,5768.987739
E,S560938,2025,7,5910.461258
E,S560938,2025,8,5913.855387
E,S560938,2025,9,5738.253467
E,S560938,2025,10,6055.117203
E,S560938,2025,11,5886.317201
E,S560938,2025,12,6139.127657
E,S256575,2022,1,9599
E,S256575,2022,2,8902
E,S256575,2022,3,9981
E,S256575,2022,4,7750
E,S256575,2022,5,13619
E,S256575,2022,6,10561
E,S256575,2022,7,11520
E,S256575,2022,8,9078
E,S256575,2022,9,8610
E,S256575,2022,10,8187
E,S256575,2022,11,8364
E,S256575,2022,12,8056
E,S256575,2023,1,8646
E,S256575,2023,2,6761
E,S256575,2023,3,6794
E,S256575,2023,4,7036
E,S256575,2023,5,7455
E,S256575,2023,6,7836
E,S256575,2023,7,7962
E,S256575,2023,8,6779
E,S256575,2023,9,6694
E,S256575,2023,10,5931
E,S256575,2023,11,3533
E,S256575,2023,12,2954
E,S256575,2024,1,3857
E,S256575,2024,2,3580
E,S256575,2024,3,3369
E,S256575,2024,4,3884
E,S256575,2024,5,4117
E,S256575,2024,6,4615
E,S256575,2024,7,4444
E,S256575,2024,8,4469
E,S256575,2024,9,4815
E,S256575,2024,10,5081.034219
E,S256575,2024,11,5042.197167
E,S256575,2024,12,5156.401423
E,S256575,2025,1,5031.430996
E,S256575,2025,2,4619.86087
E,S256575,2025,3,4161.781277
E,S256575,2025,4,5798.08284
E,S256575,2025,5,5172.848244
E,S256575,2025,6,5200.838038
E,S256575,2025,7,5328.37876
E,S256575,2025,8,5331.438624
E,S256575,2025,9,5173.130583
E,S256575,2025,10,5458.788491
E,S256575,2025,11,5306.612493
E,S256575,2025,12,5534.525307
E,S527657,2022,1,11821
E,S527657,2022,2,11445
E,S527657,2022,3,11473
E,S527657,2022,4,8558
E,S527657,2022,5,14664
E,S527657,2022,6,11025
E,S527657,2022,7,11565
E,S527657,2022,8,8359
E,S527657,2022,9,7826
E,S527657,2022,10,7288
E,S527657,2022,11,7570
E,S527657,2022,12,7808
E,S527657,2023,1,8810
E,S527657,2023,2,6454
E,S527657,2023,3,6757
E,S527657,2023,4,7584
E,S527657,2023,5,8050
E,S527657,2023,6,8107
E,S527657,2023,7,7847
E,S527657,2023,8,6717
E,S527657,2023,9,6432
E,S527657,2023,10,5863
E,S527657,2023,11,3163
E,S527657,2023,12,3407
E,S527657,2024,1,4234
E,S527657,2024,2,3899
E,S527657,2024,3,3747
E,S527657,2024,4,4551
E,S527657,2024,5,4219
E,S527657,2024,6,4465
E,S527657,2024,7,5309
E,S527657,2024,8,5343
E,S527657,2024,9,4134
E,S527657,2024,10,4332.393692
E,S527657,2024,11,4277.880479
E,S527657,2024,12,4387.691544
E,S527657,2025,1,4319.820506
E,S527657,2025,2,3966.459987
E,S527657,2025,3,3573.167975
E,S527657,2025,4,4978.042463
E,S527657,2025,5,4441.236686
E,S527657,2025,6,4465.267799
E,S527657,2025,7,4574.770051
E,S527657,2025,8,4577.397149
E,S527657,2025,9,4441.479092
E,S527657,2025,10,4686.73554
E,S527657,2025,11,4556.082252
E,S527657,2025,12,4751.760669
E,S535699,2022,1,7454
E,S535699,2022,2,6594
E,S535699,2022,3,8547
E,S535699,2022,4,5743
E,S535699,2022,5,9958
E,S535699,2022,6,8622
E,S535699,2022,7,9062
E,S535699,2022,8,8089
E,S535699,2022,9,8088
E,S535699,2022,10,8570
E,S535699,2022,11,8051
E,S535699,2022,12,8325
E,S535699,2023,1,8158
E,S535699,2023,2,6478
E,S535699,2023,3,7289
E,S535699,2023,4,7069
E,S535699,2023,5,8147
E,S535699,2023,6,8591
E,S535699,2023,7,7500
E,S535699,2023,8,7069
E,S535699,2023,9,7017
E,S535699,2023,10,6017
E,S535699,2023,11,2657
E,S535699,2023,12,3366
E,S535699,2024,1,3604
E,S535699,2024,2,3356
E,S535699,2024,3,3198
E,S535699,2024,4,4377
E,S535699,2024,5,3982
E,S535699,2024,6,4001
E,S535699,2024,7,4816
E,S535699,2024,8,5491
E,S535699,2024,9,5925
E,S535699,2024,10,6230.324384
E,S535699,2024,11,6170.02167
E,S535699,2024,12,6316.353591
E,S535699,2025,1,6191.324746
E,S535699,2025,2,5684.875526
E,S535699,2025,3,5121.195029
E,S535699,2025,4,7134.712529
E,S535699,2025,5,6365.342855
E,S535699,2025,6,6399.785125
E,S535699,2025,7,6556.727758
E,S535699,2025,8,634.8864204
E,S535699,2025,9,4880.362549
E,S535699,2025,10,6717.200792
E,S535699,2025,11,6529.943721
E,S535699,2025,12,6810.397185
E,S216509,2022,1,9262
E,S216509,2022,2,8375
E,S216509,2022,3,10065
E,S216509,2022,4,8622
E,S216509,2022,5,12744
E,S216509,2022,6,11715
E,S216509,2022,7,11452
E,S216509,2022,8,9580
E,S216509,2022,9,9056
E,S216509,2022,10,9135
E,S216509,2022,11,8584
E,S216509,2022,12,8146
E,S216509,2023,1,9119
E,S216509,2023,2,7533
E,S216509,2023,3,7765
E,S216509,2023,4,8043
E,S216509,2023,5,8158
E,S216509,2023,6,8325
E,S216509,2023,7,7632
E,S216509,2023,8,7042
E,S216509,2023,9,7055
E,S216509,2023,10,5886
E,S216509,2023,11,2545
E,S216509,2023,12,2581
E,S216509,2024,1,3110
E,S216509,2024,2,2887
E,S216509,2024,3,3029
E,S216509,2024,4,3372
E,S216509,2024,5,3496
E,S216509,2024,6,3625
E,S216509,2024,7,3673
E,S216509,2024,8,3726
E,S216509,2024,9,3812
E,S216509,2024,10,4012.809703
E,S216509,2024,11,3971.797697
E,S216509,2024,12,4065.837366
E,S216509,2025,1,3983.346824
E,S216509,2025,2,3657.50979
E,S216509,2025,3,3294.851553
E,S216509,2025,4,4590.299436
E,S216509,2025,5,4095.305817
E,S216509,2025,6,4117.46513
E,S216509,2025,7,4218.438179
E,S216509,2025,8,4220.860651
E,S216509,2025,9,4095.529342
E,S216509,2025,10,4321.682602
E,S216509,2025,11,4201.205986
E,S216509,2025,12,4381.642881
E,S644951,2022,1,5791
E,S644951,2022,2,7146
E,S644951,2022,3,6529
E,S644951,2022,4,4722
E,S644951,2022,5,11780
E,S644951,2022,6,8976
E,S644951,2022,7,11233
E,S644951,2022,8,10333
E,S644951,2022,9,9631
E,S644951,2022,10,7563
E,S644951,2022,11,7472
E,S644951,2022,12,7981
E,S644951,2023,1,9239
E,S644951,2023,2,7313
E,S644951,2023,3,5503
E,S644951,2023,4,7643
E,S644951,2023,5,7820
E,S644951,2023,6,8478
E,S644951,2023,7,10126
E,S644951,2023,8,9038
E,S644951,2023,9,7704
E,S644951,2023,10,3137
E,S644951,2023,11,2250
E,S644951,2023,12,2759
E,S644951,2024,1,3854
E,S644951,2024,2,3455
E,S644951,2024,3,2202
E,S644951,2024,4,4125
E,S644951,2024,5,3893
E,S644951,2024,6,4968
E,S644951,2024,7,5755
E,S644951,2024,8,5667
E,S644951,2024,9,4442
E,S644951,2024,10,4683.961119
E,S644951,2024,11,4665.273867
E,S644951,2024,12,4775.842269
E,S644951,2025,1,4641.664898
E,S644951,2025,2,4261.977567
E,S644951,2025,3,3839.383683
E,S644951,2025,4,5348.927098
E,S644951,2025,5,4772.127082
E,S644951,2025,6,4797.948612
E,S644951,2025,7,4915.609232
E,S644951,2025,8,4918.43206
E,S644951,2025,9,4772.387549
E,S644951,2025,10,5035.91661
E,S644951,2025,11,4895.529116
E,S644951,2025,12,5105.786379
E,S438445,2022,1,5888
E,S438445,2022,2,7823
E,S438445,2022,3,6514
E,S438445,2022,4,3625
E,S438445,2022,5,10889
E,S438445,2022,6,8433
E,S438445,2022,7,12472
E,S438445,2022,8,8535
E,S438445,2022,9,8005
E,S438445,2022,10,6887
E,S438445,2022,11,7537
E,S438445,2022,12,7893
E,S438445,2023,1,8810
E,S438445,2023,2,6445
E,S438445,2023,3,5216
E,S438445,2023,4,8819
E,S438445,2023,5,7800
E,S438445,2023,6,9122
E,S438445,2023,7,10541
E,S438445,2023,8,7944
E,S438445,2023,9,7674
E,S438445,2023,10,4768
E,S438445,2023,11,2386
E,S438445,2023,12,2669
E,S438445,2024,1,3626
E,S438445,2024,2,3120
E,S438445,2024,3,2389
E,S438445,2024,4,5577
E,S438445,2024,5,3765
E,S438445,2024,6,6187
E,S438445,2024,7,4941
E,S438445,2024,8,5264
E,S438445,2024,9,4569
E,S438445,2024,10,4844.672992
E,S438445,2024,11,4815.887658
E,S438445,2024,12,4968.003199
E,S438445,2025,1,4774.373462
E,S438445,2025,2,4383.830595
E,S438445,2025,3,3949.154445
E,S438445,2025,4,5501.856801
E,S438445,2025,5,4908.565655
E,S438445,2025,6,4935.125441
E,S438445,2025,7,5056.150063
E,S438445,2025,8,5059.053598
E,S438445,2025,9,4908.833569
E,S438445,2025,10,5179.897117
E,S438445,2025,11,5035.495842
E,S438445,2025,12,5251.764513
E,S405425,2022,1,7099
E,S405425,2022,2,7027
E,S405425,2022,3,7152
E,S405425,2022,4,5854
E,S405425,2022,5,8939
E,S405425,2022,6,7596
E,S405425,2022,7,9231
E,S405425,2022,8,6374
E,S405425,2022,9,6640
E,S405425,2022,10,6689
E,S405425,2022,11,7278
E,S405425,2022,12,6227
E,S405425,2023,1,7927
E,S405425,2023,2,5999
E,S405425,2023,3,5878
E,S405425,2023,4,6130
E,S405425,2023,5,6234
E,S405425,2023,6,6573
E,S405425,2023,7,6683
E,S405425,2023,8,5416
E,S405425,2023,9,6072
E,S405425,2023,10,5752
E,S405425,2023,11,3873
E,S405425,2023,12,2888
E,S405425,2024,1,3894
E,S405425,2024,2,3565
E,S405425,2024,3,4085
E,S405425,2024,4,3571
E,S405425,2024,5,4091
E,S405425,2024,6,4639
E,S405425,2024,7,4259
E,S405425,2024,8,4701
E,S405425,2024,9,5883
E,S405425,2024,10,6187.567179
E,S405425,2024,11,6128.301926
E,S405425,2024,12,6276.049807
E,S405425,2025,1,6147.436875
E,S405425,2025,2,5644.577674
E,S405425,2025,3,5084.892887
E,S405425,2025,4,7084.137352
E,S405425,2025,5,6320.221438
E,S405425,2025,6,6354.41956
E,S405425,2025,7,6510.249687
E,S405425,2025,8,6513.98825
E,S405425,2025,9,6320.566401
E,S405425,2025,10,6669.585191
E,S405425,2025,11,6483.655513
E,S405425,2025,12,6762.120952
E,S200795,2022,1,8505
E,S200795,2022,2,8228
E,S200795,2022,3,8571
E,S200795,2022,4,5362
E,S200795,2022,5,10141
E,S200795,2022,6,8318
E,S200795,2022,7,8728
E,S200795,2022,8,8543
E,S200795,2022,9,7621
E,S200795,2022,10,7846
E,S200795,2022,11,7612
E,S200795,2022,12,7890
E,S200795,2023,1,8121
E,S200795,2023,2,7265
E,S200795,2023,3,7136
E,S200795,2023,4,6275
E,S200795,2023,5,8231
E,S200795,2023,6,7797
E,S200795,2023,7,7626
E,S200795,2023,8,6471
E,S200795,2023,9,5917
E,S200795,2023,10,5137
E,S200795,2023,11,2568
E,S200795,2023,12,2773
E,S200795,2024,1,3295
E,S200795,2024,2,3234
E,S200795,2024,3,2676
E,S200795,2024,4,3428
E,S200795,2024,5,3510
E,S200795,2024,6,3955
E,S200795,2024,7,4640
E,S200795,2024,8,4890
E,S200795,2024,9,4995
E,S200795,2024,10,5273.947276
E,S200795,2024,11,5231.290688
E,S200795,2024,12,5345.422346
E,S200795,2025,1,5219.521875
E,S200795,2025,2,4792.565949
E,S200795,2025,3,4317.361885
E,S200795,2025,4,6014.8336
E,S200795,2025,5,5366.225749
E,S200795,2025,6,5395.26189
E,S200795,2025,7,5527.570489
E,S200795,2025,8,5530.744741
E,S200795,2025,9,5366.518642
E,S200795,2025,10,5662.855351
E,S200795,2025,11,5504.99053
E,S200795,2025,12,5741.42345
E,S329275,2022,1,6430
E,S329275,2022,2,6538
E,S329275,2022,3,8339
E,S329275,2022,4,6627
E,S329275,2022,5,8741
E,S329275,2022,6,7895
E,S329275,2022,7,8259
E,S329275,2022,8,9106
E,S329275,2022,9,9000
E,S329275,2022,10,7955
E,S329275,2022,11,7963
E,S329275,2022,12,9326
E,S329275,2023,1,9166
E,S329275,2023,2,8156
E,S329275,2023,3,9071
E,S329275,2023,4,7699
E,S329275,2023,5,6777
E,S329275,2023,6,7331
E,S329275,2023,7,7331
E,S329275,2023,8,6874
E,S329275,2023,9,5954
E,S329275,2023,10,5100
E,S329275,2023,11,3113
E,S329275,2023,12,3375
E,S329275,2024,1,4151
E,S329275,2024,2,4076
E,S329275,2024,3,3610
E,S329275,2024,4,4033
E,S329275,2024,5,4171
E,S329275,2024,6,4124
E,S329275,2024,7,4152
E,S329275,2024,8,4833
E,S329275,2024,9,4539
E,S329275,2024,10,4757.612866
E,S329275,2024,11,4687.366054
E,S329275,2024,12,4800.630278
E,S329275,2025,1,4743.024983
E,S329275,2025,2,4355.046415
E,S329275,2025,3,3923.224344
E,S329275,2025,4,5465.731674
E,S329275,2025,5,4876.336071
E,S329275,2025,6,4902.721465
E,S329275,2025,7,5022.951442
E,S329275,2025,8,5025.835911
E,S329275,2025,9,4876.602225
E,S329275,2025,10,5145.885973
E,S329275,2025,11,5002.432836
E,S329275,2025,12,5217.281489
E,S575033,2022,1,3523
E,S575033,2022,2,4468
E,S575033,2022,3,4264
E,S575033,2022,4,3500
E,S575033,2022,5,8743
E,S575033,2022,6,8494
E,S575033,2022,7,10801
E,S575033,2022,8,10565
E,S575033,2022,9,9925
E,S575033,2022,10,5940
E,S575033,2022,11,4888
E,S575033,2022,12,5226
E,S575033,2023,1,5920
E,S575033,2023,2,4632
E,S575033,2023,3,4182
E,S575033,2023,4,5938
E,S575033,2023,5,6352
E,S575033,2023,6,7781
E,S575033,2023,7,10819
E,S575033,2023,8,10194
E,S575033,2023,9,8297
E,S575033,2023,10,4644
E,S575033,2023,11,2658
E,S575033,2023,12,2469
E,S575033,2024,1,2989
E,S575033,2024,2,2539
E,S575033,2024,3,1772
E,S575033,2024,4,3518
E,S575033,2024,5,3214
E,S575033,2024,6,4674
E,S575033,2024,7,5484
E,S575033,2024,8,6332
E,S575033,2024,9,5663
E,S575033,2024,10,5980.992883
E,S575033,2024,11,5947.263731
E,S575033,2024,12,6125.285702
E,S575033,2025,1,5917.548023
E,S575033,2025,2,5433.493688
E,S575033,2025,3,4894.73881
E,S575033,2025,4,6819.219756
E,S575033,2025,5,6083.871154
E,S575033,2025,6,6116.790407
E,S575033,2025,7,6266.793129
E,S575033,2025,8,6270.391885
E,S575033,2025,9,6084.203217
E,S575033,2025,10,6420.170141
E,S575033,2025,11,6241.193467
E,S575033,2025,12,6509.245445
E,S300970,2022,1,8075
E,S300970,2022,2,6874
E,S300970,2022,3,7936
E,S300970,2022,4,6055
E,S300970,2022,5,10737
E,S300970,2022,6,9039
E,S300970,2022,7,9332
E,S300970,2022,8,7962
E,S300970,2022,9,7510
E,S300970,2022,10,7926
E,S300970,2022,11,8458
E,S300970,2022,12,8333
E,S300970,2023,1,8772
E,S300970,2023,2,6337
E,S300970,2023,3,7561
E,S300970,2023,4,7237
E,S300970,2023,5,8381
E,S300970,2023,6,8067
E,S300970,2023,7,7084
E,S300970,2023,8,5489
E,S300970,2023,9,5082
E,S300970,2023,10,5159
E,S300970,2023,11,2951
E,S300970,2023,12,3358
E,S300970,2024,1,3439
E,S300970,2024,2,2679
E,S300970,2024,3,3284
E,S300970,2024,4,3964
E,S300970,2024,5,3699
E,S300970,2024,6,3481
E,S300970,2024,7,3986
E,S300970,2024,8,4404
E,S300970,2024,9,4625
E,S300970,2024,10,4851.527147
E,S300970,2024,11,4780.579661
E,S300970,2024,12,4900.511582
E,S300970,2025,1,4832.890625
E,S300970,2025,2,4437.561064
E,S300970,2025,3,3997.557301
E,S300970,2025,4,5569.290371
E,S300970,2025,5,4968.727545
E,S300970,2025,6,4995.612861
E,S300970,2025,7,5118.120823
E,S300970,2025,8,5121.059945
E,S300970,2025,9,4968.998743
E,S300970,2025,10,5243.384584
E,S300970,2025,11,5097.213453
E,S300970,2025,12,5316.132824
E,S635046,2022,1,564
E,S635046,2022,2,6958
E,S635046,2022,3,7551
E,S635046,2022,4,5418
E,S635046,2022,5,10053
E,S635046,2022,6,7927
E,S635046,2022,7,9473
E,S635046,2022,8,7469
E,S635046,2022,9,7738
E,S635046,2022,10,5491
E,S635046,2022,11,5667
E,S635046,2022,12,6607
E,S635046,2023,1,7196
E,S635046,2023,2,5217
E,S635046,2023,3,5061
E,S635046,2023,4,5120
E,S635046,2023,5,6524
E,S635046,2023,6,6624
E,S635046,2023,7,6335
E,S635046,2023,8,5657
E,S635046,2023,9,5797
E,S635046,2023,10,4639
E,S635046,2023,11,2555
E,S635046,2023,12,3795
E,S635046,2024,1,4436
E,S635046,2024,2,4420
E,S635046,2024,3,4021
E,S635046,2024,4,5351
E,S635046,2024,5,4638
E,S635046,2024,6,4016
E,S635046,2024,7,4688
E,S635046,2024,8,5769
E,S635046,2024,9,5751
E,S635046,2024,10,5925.368328
E,S635046,2024,11,5661.19295
E,S635046,2024,12,5790.281823
E,S635046,2025,1,6009.503564
E,S635046,2025,2,5517.927282
E,S635046,2025,3,4970.800441
E,S635046,2025,4,6925.186794
E,S635046,2025,5,6178.411268
E,S635046,2025,6,6211.842068
E,S635046,2025,7,6364.175753
E,S635046,2025,8,6367.830431
E,S635046,2025,9,6178.74849
E,S635046,2025,10,6519.936161
E,S635046,2025,11,6338.178286
E,S635046,2025,12,6610.395647
E,S288134,2022,1,7874
E,S288134,2022,2,8086
E,S288134,2022,3,8119
E,S288134,2022,4,6456
E,S288134,2022,5,10696
E,S288134,2022,6,7754
E,S288134,2022,7,9476
E,S288134,2022,8,7950
E,S288134,2022,9,6859
E,S288134,2022,10,5964
E,S288134,2022,11,5856
E,S288134,2022,12,6296
E,S288134,2023,1,7184
E,S288134,2023,2,5412
E,S288134,2023,3,6029
E,S288134,2023,4,6441
E,S288134,2023,5,5183
E,S288134,2023,6,6243
E,S288134,2023,7,6789
E,S288134,2023,8,5752
E,S288134,2023,9,5600
E,S288134,2023,10,4520
E,S288134,2023,11,2074
E,S288134,2023,12,2909
E,S288134,2024,1,3170
E,S288134,2024,2,3446
E,S288134,2024,3,3257
E,S288134,2024,4,5127
E,S288134,2024,5,4107
E,S288134,2024,6,4772
E,S288134,2024,7,4847
E,S288134,2024,8,5952
E,S288134,2024,9,5259
E,S288134,2024,10,5549.565718
E,S288134,2024,11,5507.147431
E,S288134,2024,12,5631.882674
E,S288134,2025,1,5495.388496
E,S288134,2025,2,5045.866732
E,S288134,2025,3,4545.546778
E,S288134,2025,4,6332.734716
E,S288134,2025,5,5649.846089
E,S288134,2025,6,5680.416873
E,S288134,2025,7,5819.718359
E,S288134,2025,8,5823.060378
E,S288134,2025,9,5650.154462
E,S288134,2025,10,5962.153411
E,S288134,2025,11,5795.944984
E,S288134,2025,12,6044.874058
E,S129425,2022,1,5100
E,S129425,2022,2,5150
E,S129425,2022,3,6967
E,S129425,2022,4,4477
E,S129425,2022,5,9001
E,S129425,2022,6,8795
E,S129425,2022,7,9151
E,S129425,2022,8,8456
E,S129425,2022,9,8104
E,S129425,2022,10,7580
E,S129425,2022,11,7917
E,S129425,2022,12,8804
